,Unnamed: 0,CellID,Latitude,Longitude,RSLatitude,RSLongitude,RSDistance,RSCellID,ValidSnap,neighbors,ValidNeighbors
15,15,8512c94ffffffff,48.834148,-112.600168,48.855893,-112.600273,2418,8512c94ffffffff,True,"['8512c943fffffff', '8512c94bfffffff', '8512cbb3fffffff', '8512cbb7fffffff', '8512c97bfffffff', '8512c947fffffff']","['8512c943fffffff', '8512c94bfffffff', '8512cbb3fffffff', '8512cbb7fffffff', '8512c97bfffffff', '8512c947fffffff']"
16,16,8512c957fffffff,49.061587,-112.440698,48.84848,-112.537145,24721,8512c94ffffffff,False,"['8512c9cffffffff', '8512c953fffffff', '8512c943fffffff', '8512c947fffffff', '8512c90bfffffff', '8512c91bfffffff']","['8512c943fffffff', '8512c947fffffff', '8512c90bfffffff']"
17,17,8512c95bfffffff,49.055145,-112.83199,49.028355,-112.788267,4362,8512c95bfffffff,True,"['8512c827fffffff', '8512c82ffffffff', '8512cb97fffffff', '8512c94bfffffff', '8512c943fffffff', '8512c953fffffff']","['8512cb97fffffff', '8512c94bfffffff', '8512c943fffffff']"
18,18,8512c963fffffff,48.689861,-112.187765,48.734037,-112.204917,5071,8512c963fffffff,True,"['8512c973fffffff', '8512c97bfffffff', '8512c96bfffffff', '8512c96ffffffff', '8512c967fffffff', '8512c977fffffff']","['8512c973fffffff', '8512c97bfffffff', '8512c96bfffffff', '8512c96ffffffff', '8512c967fffffff', '8512c977fffffff']"
19,19,8512c967fffffff,48.617089,-111.98223,48.542091,-112.017546,8735,8512c967fffffff,True,"['8512c977fffffff', '8512c963fffffff', '8512c96ffffffff', '8527969bfffffff', '85279693fffffff', '8512c92bfffffff']","['8512c977fffffff', '8512c963fffffff', '8512c96ffffffff', '8527969bfffffff', '85279693fffffff', '8512c92bfffffff']"
20,20,8512c96bfffffff,48.612828,-112.370525,48.61038,-112.359654,844,8512c96bfffffff,True,"['8512c97bfffffff', '8512cbb7fffffff', '8512cba7fffffff', '852796d3fffffff', '8512c96ffffffff', '8512c963fffffff']","['8512c97bfffffff', '8512cbb7fffffff', '8512cba7fffffff', '852796d3fffffff', '8512c96ffffffff', '8512c963fffffff']"
21,21,8512c96ffffffff,48.54043,-112.16532,48.563049,-112.146494,2872,8512c96ffffffff,True,"['8512c963fffffff', '8512c96bfffffff', '852796d3fffffff', '852796d7fffffff', '8527969bfffffff', '8512c967fffffff']","['8512c963fffffff', '8512c96bfffffff', '852796d3fffffff', '852796d7fffffff', '8527969bfffffff', '8512c967fffffff']"
22,22,8512c973fffffff,48.839494,-112.210374,48.740203,-112.188569,11156,8512c963fffffff,False,"['8512c90bfffffff', '8512c947fffffff', '8512c97bfffffff', '8512c963fffffff', '8512c977fffffff', '8512c90ffffffff']","['8512c90bfffffff', '8512c947fffffff', '8512c97bfffffff', '8512c963fffffff', '8512c977fffffff', '8512c90ffffffff']"
23,23,8512c977fffffff,48.766765,-112.004061,48.74012,-112.004106,2963,8512c977fffffff,True,"['8512c90ffffffff', '8512c973fffffff', '8512c963fffffff', '8512c967fffffff', '8512c92bfffffff', '8512c93bfffffff']","['8512c90ffffffff', '8512c973fffffff', '8512c963fffffff', '8512c967fffffff', '8512c92bfffffff', '8512c93bfffffff']"
24,24,8512c97bfffffff,48.762215,-112.393745,48.756158,-112.39671,708,8512c97bfffffff,True,"['8512c947fffffff', '8512c94ffffffff', '8512cbb7fffffff', '8512c96bfffffff', '8512c963fffffff', '8512c973fffffff']","['8512c947fffffff', '8512c94ffffffff', '8512cbb7fffffff', '8512c96bfffffff', '8512c963fffffff', '8512c973fffffff']"
25,25,8512c9abfffffff,49.070526,-111.654548,49.003459,-111.95965,23458,8512c907fffffff,False,"['8512c9bbfffffff', '8512c917fffffff', '8512c907fffffff', '8512c933fffffff', '8512c9affffffff', '8512c9a3fffffff']","['8512c907fffffff', '8512c933fffffff', '8512c9affffffff']"
26,26,8512c9affffffff,48.996657,-111.447261,49.000108,-111.275177,12560,8512c9a7fffffff,False,"['8512c9a3fffffff', '8512c9abfffffff', '8512c933fffffff', '8512c937fffffff', '852794dbfffffff', '8512c9a7fffffff']","['8512c9abfffffff', '8512c933fffffff', '8512c937fffffff', '852794dbfffffff']"
27,27,8512ca03fffffff,49.003713,-114.769397,49.021127,-115.04576,20249,8512ca1bfffffff,False,"['8512ca13fffffff', '8512ca1bfffffff', '8512ca0bfffffff', '8512ca0ffffffff', '8512ca07fffffff', '8512ca17fffffff']","['8512ca1bfffffff', '8512ca0bfffffff', '8512ca0ffffffff', '8512ca07fffffff']"
28,28,8512ca07fffffff,48.936224,-114.561562,48.713304,-114.805014,30530,8512ca77fffffff,False,"['8512ca17fffffff', '8512ca03fffffff', '8512ca0ffffffff', '8512ca3bfffffff', '8512ca33fffffff', '8512caabfffffff']","['8512ca03fffffff', '8512ca0ffffffff', '8512ca3bfffffff', '8512ca33fffffff', '8512caabfffffff']"
29,29,8512ca0bfffffff,48.922967,-114.945055,48.922772,-115.05672,8159,8512ca0bfffffff,True,"['8512ca1bfffffff', '8512ca57fffffff', '8512ca47fffffff', '8512ca73fffffff', '8512ca0ffffffff', '8512ca03fffffff']","['8512ca1bfffffff', '8512ca57fffffff', '8512ca47fffffff', '8512ca73fffffff', '8512ca0ffffffff', '8512ca03fffffff']"
30,30,8512ca0ffffffff,48.855832,-114.73762,48.777964,-114.904625,14983,8512ca73fffffff,False,"['8512ca03fffffff', '8512ca0bfffffff', '8512ca73fffffff', '8512ca77fffffff', '8512ca3bfffffff', '8512ca07fffffff']","['8512ca03fffffff', '8512ca0bfffffff', '8512ca73fffffff', '8512ca77fffffff', '8512ca3bfffffff', '8512ca07fffffff']"
31,31,8512ca1bfffffff,49.07077,-114.977614,49.030735,-115.051685,6997,8512ca1bfffffff,True,"['8512cac7fffffff', '8512cacffffffff', '8512ca57fffffff', '8512ca0bfffffff', '8512ca03fffffff', '8512ca13fffffff']","['8512ca57fffffff', '8512ca0bfffffff', '8512ca03fffffff']"
32,32,8512ca23fffffff,48.720278,-114.323897,48.621028,-114.142189,17316,8512ca27fffffff,False,"['8512ca33fffffff', '8512ca3bfffffff', '8512ca2bfffffff', '8512ca2ffffffff', '8512ca27fffffff', '8512ca37fffffff']","['8512ca33fffffff', '8512ca3bfffffff', '8512ca2bfffffff', '8512ca2ffffffff', '8512ca27fffffff', '8512ca37fffffff']"
33,33,8512ca27fffffff,48.651862,-114.117618,48.629157,-114.114987,2532,8512ca27fffffff,True,"['8512ca37fffffff', '8512ca23fffffff', '8512ca2ffffffff', '8512cb5bfffffff', '8512cb53fffffff', '8512cbcbfffffff']","['8512ca37fffffff', '8512ca23fffffff', '8512ca2ffffffff', '8512cb5bfffffff', '8512cb53fffffff', '8512cbcbfffffff']"
34,34,8512ca2bfffffff,48.640503,-114.499793,48.586354,-114.597275,9360,8512ca67fffffff,False,"['8512ca3bfffffff', '8512ca77fffffff', '8512ca67fffffff', '85289b6ffffffff', '8512ca2ffffffff', '8512ca23fffffff']","['8512ca3bfffffff', '8512ca77fffffff', '8512ca67fffffff', '85289b6ffffffff', '8512ca2ffffffff', '8512ca23fffffff']"
35,35,8512ca2ffffffff,48.572443,-114.293897,48.482464,-114.357874,11059,85289b6ffffffff,False,"['8512ca23fffffff', '8512ca2bfffffff', '85289b6ffffffff', '85289b6bfffffff', '8512cb5bfffffff', '8512ca27fffffff']","['8512ca23fffffff', '8512ca2bfffffff', '85289b6ffffffff', '85289b6bfffffff', '8512cb5bfffffff', '8512ca27fffffff']"
36,36,8512ca33fffffff,48.868304,-114.354115,48.621028,-114.142189,31583,8512ca27fffffff,False,"['8512caabfffffff', '8512ca07fffffff', '8512ca3bfffffff', '8512ca23fffffff', '8512ca37fffffff', '8512caaffffffff']","['8512caabfffffff', '8512ca07fffffff', '8512ca3bfffffff', '8512ca23fffffff', '8512ca37fffffff', '8512caaffffffff']"
37,37,8512ca37fffffff,48.799957,-114.14706,48.628863,-114.12018,19127,8512ca27fffffff,False,"['8512caaffffffff', '8512ca33fffffff', '8512ca23fffffff', '8512ca27fffffff', '8512cbcbfffffff', '8512cbdbfffffff']","['8512caaffffffff', '8512ca33fffffff', '8512ca23fffffff', '8512ca27fffffff', '8512cbcbfffffff', '8512cbdbfffffff']"
38,38,8512ca3bfffffff,48.788269,-114.530566,48.639729,-114.703072,20809,8512ca77fffffff,False,"['8512ca07fffffff', '8512ca0ffffffff', '8512ca77fffffff', '8512ca2bfffffff', '8512ca23fffffff', '8512ca33fffffff']","['8512ca07fffffff', '8512ca0ffffffff', '8512ca77fffffff', '8512ca2bfffffff', '8512ca23fffffff', '8512ca33fffffff']"
39,39,8512ca43fffffff,48.908486,-115.327165,48.850165,-115.232992,9459,8512ca47fffffff,False,"['8512ca53fffffff', '8512ca5bfffffff', '8512ca4bfffffff', '8512ca4ffffffff', '8512ca47fffffff', '8512ca57fffffff']","['8512ca53fffffff', '8512ca5bfffffff', '8512ca4bfffffff', '8512ca4ffffffff', '8512ca47fffffff', '8512ca57fffffff']"
40,40,8512ca47fffffff,48.842132,-115.119762,48.89176,-115.13158,5586,8512ca47fffffff,True,"['8512ca57fffffff', '8512ca43fffffff', '8512ca4ffffffff', '8512ca7bfffffff', '8512ca73fffffff', '8512ca0bfffffff']","['8512ca57fffffff', '8512ca43fffffff', '8512ca4ffffffff', '8512ca7bfffffff', '8512ca73fffffff', '8512ca0bfffffff']"
41,41,8512ca4bfffffff,48.827218,-115.500516,48.786235,-115.663214,12757,8512d987fffffff,False,"['8512ca5bfffffff', '8512d997fffffff', '8512d987fffffff', '8512d9b3fffffff', '8512ca4ffffffff', '8512ca43fffffff']","['8512ca5bfffffff', '8512d997fffffff', '8512d987fffffff', '8512d9b3fffffff', '8512ca4ffffffff', '8512ca43fffffff']"
42,42,8512ca4ffffffff,48.761213,-115.293524,48.762512,-115.29102,234,8512ca4ffffffff,True,"['8512ca43fffffff', '8512ca4bfffffff', '8512d9b3fffffff', '8512d9b7fffffff', '8512ca7bfffffff', '8512ca47fffffff']","['8512ca43fffffff', '8512ca4bfffffff', '8512d9b3fffffff', '8512d9b7fffffff', '8512ca7bfffffff', '8512ca47fffffff']"
43,43,8512ca53fffffff,49.055943,-115.361049,48.890682,-115.186642,22355,8512ca47fffffff,False,"['8512cacbfffffff', '8512dd27fffffff', '8512ca5bfffffff', '8512ca43fffffff', '8512ca57fffffff', '8512cacffffffff']","['8512ca5bfffffff', '8512ca43fffffff', '8512ca57fffffff']"
44,44,8512ca57fffffff,48.989671,-115.152866,48.98632,-115.0583,6910,8512ca57fffffff,True,"['8512cacffffffff', '8512ca53fffffff', '8512ca43fffffff', '8512ca47fffffff', '8512ca0bfffffff', '8512ca1bfffffff']","['8512ca53fffffff', '8512ca43fffffff', '8512ca47fffffff', '8512ca0bfffffff', '8512ca1bfffffff']"
45,45,8512ca5bfffffff,48.974408,-115.534933,48.824825,-115.691145,20175,8512d997fffffff,False,"['8512dd27fffffff', '8512dd2ffffffff', '8512d997fffffff', '8512ca4bfffffff', '8512ca43fffffff', '8512ca53fffffff']","['8512dd2ffffffff', '8512d997fffffff', '8512ca4bfffffff', '8512ca43fffffff', '8512ca53fffffff']"
46,46,8512ca63fffffff,48.62792,-114.880637,48.674491,-114.770277,9620,8512ca77fffffff,False,"['8512ca73fffffff', '8512ca7bfffffff', '8512ca6bfffffff', '8512ca6ffffffff', '8512ca67fffffff', '8512ca77fffffff']","['8512ca73fffffff', '8512ca7bfffffff', '8512ca6bfffffff', '8512ca6ffffffff', '8512ca67fffffff', '8512ca77fffffff']"
47,47,8512ca67fffffff,48.560636,-114.674751,48.601738,-114.630373,5617,8512ca67fffffff,True,"['8512ca77fffffff', '8512ca63fffffff', '8512ca6ffffffff', '85289b67fffffff', '85289b6ffffffff', '8512ca2bfffffff']","['8512ca77fffffff', '8512ca63fffffff', '8512ca6ffffffff', '85289b67fffffff', '85289b6ffffffff', '8512ca2bfffffff']"
48,48,8512ca6bfffffff,48.547615,-115.054267,48.55864,-115.201417,10900,8512d9b7fffffff,False,"['8512ca7bfffffff', '8512d9b7fffffff', '8512d9a7fffffff', '85289b2ffffffff', '8512ca6ffffffff', '8512ca63fffffff']","['8512ca7bfffffff', '8512d9b7fffffff', '8512d9a7fffffff', '85289b2ffffffff', '8512ca6ffffffff', '8512ca63fffffff']"
49,49,8512ca6ffffffff,48.480681,-114.848775,48.643935,-114.724726,20319,8512ca77fffffff,False,"['8512ca63fffffff', '8512ca6bfffffff', '85289b2ffffffff', '85289b2bfffffff', '85289b67fffffff', '8512ca67fffffff']","['8512ca63fffffff', '8512ca6bfffffff', '85289b2ffffffff', '85289b2bfffffff', '85289b67fffffff', '8512ca67fffffff']"
50,50,8512ca73fffffff,48.77535,-114.91273,48.780567,-114.910219,609,8512ca73fffffff,True,"['8512ca0bfffffff', '8512ca47fffffff', '8512ca7bfffffff', '8512ca63fffffff', '8512ca77fffffff', '8512ca0ffffffff']","['8512ca0bfffffff', '8512ca47fffffff', '8512ca7bfffffff', '8512ca63fffffff', '8512ca77fffffff', '8512ca0ffffffff']"
51,51,8512ca77fffffff,48.708139,-114.706072,48.683844,-114.774249,5687,8512ca77fffffff,True,"['8512ca0ffffffff', '8512ca73fffffff', '8512ca63fffffff', '8512ca67fffffff', '8512ca2bfffffff', '8512ca3bfffffff']","['8512ca0ffffffff', '8512ca73fffffff', '8512ca63fffffff', '8512ca67fffffff', '8512ca2bfffffff', '8512ca3bfffffff']"
52,52,8512ca7bfffffff,48.69478,-115.086897,48.597422,-115.207819,14004,8512d9b7fffffff,False,"['8512ca47fffffff', '8512ca4ffffffff', '8512d9b7fffffff', '8512ca6bfffffff', '8512ca63fffffff', '8512ca73fffffff']","['8512ca47fffffff', '8512ca4ffffffff', '8512d9b7fffffff', '8512ca6bfffffff', '8512ca63fffffff', '8512ca73fffffff']"
53,53,8512caa7fffffff,49.02808,-113.998362,49.047355,-113.688833,22665,8512c86ffffffff,False,"['8512cab7fffffff', '8512caa3fffffff', '8512caaffffffff', '8512cbdbfffffff', '8512cbd3fffffff', '8512c86bfffffff']","['8512caaffffffff', '8512cbdbfffffff', '8512cbd3fffffff']"
54,54,8512caabfffffff,49.01652,-114.384553,48.71308,-114.804584,45634,8512ca77fffffff,False,"['8512cabbfffffff', '8512ca17fffffff', '8512ca07fffffff', '8512ca33fffffff', '8512caaffffffff', '8512caa3fffffff']","['8512ca07fffffff', '8512ca33fffffff', '8512caaffffffff']"
55,55,8512caaffffffff,48.948243,-114.176715,48.754928,-113.800404,34931,8512cbc3fffffff,False,"['8512caa3fffffff', '8512caabfffffff', '8512ca33fffffff', '8512ca37fffffff', '8512cbdbfffffff', '8512caa7fffffff']","['8512caabfffffff', '8512ca33fffffff', '8512ca37fffffff', '8512cbdbfffffff', '8512caa7fffffff']"
56,56,8512cb03fffffff,48.522323,-113.322838,48.527335,-113.307769,1242,8512cb03fffffff,True,"['8512cb13fffffff', '8512cb1bfffffff', '8512cb0bfffffff', '8512cb0ffffffff', '8512cb07fffffff', '8512cb17fffffff']","['8512cb13fffffff', '8512cb1bfffffff', '8512cb0bfffffff', '8512cb0ffffffff', '8512cb07fffffff', '8512cb17fffffff']"
57,57,8512cb07fffffff,48.451863,-113.117804,48.468556,-113.152445,3158,8512cb07fffffff,True,"['8512cb17fffffff', '8512cb03fffffff', '8512cb0ffffffff', '8512cb3bfffffff', '8512cb33fffffff', '8512cbabfffffff']","['8512cb17fffffff', '8512cb03fffffff', '8512cb0ffffffff', '8512cb3bfffffff', '8512cb33fffffff', '8512cbabfffffff']"
58,58,8512cb0bfffffff,48.444083,-113.50116,48.364973,-113.662651,14815,8512cb47fffffff,False,"['8512cb1bfffffff', '8512cb57fffffff', '8512cb47fffffff', '8512cb73fffffff', '8512cb0ffffffff', '8512cb03fffffff']","['8512cb1bfffffff', '8512cb57fffffff', '8512cb47fffffff', '8512cb73fffffff', '8512cb0ffffffff', '8512cb03fffffff']"
59,59,8512cb0ffffffff,48.373986,-113.296481,48.371957,-113.2791,1304,8512cb0ffffffff,True,"['8512cb03fffffff', '8512cb0bfffffff', '8512cb73fffffff', '8512cb77fffffff', '8512cb3bfffffff', '8512cb07fffffff']","['8512cb03fffffff', '8512cb0bfffffff', '8512cb73fffffff', '8512cb77fffffff', '8512cb3bfffffff', '8512cb07fffffff']"
60,60,8512cb13fffffff,48.670858,-113.349387,48.672272,-113.346579,259,8512cb13fffffff,True,"['8512cb8bfffffff', '8512cbc7fffffff', '8512cb1bfffffff', '8512cb03fffffff', '8512cb17fffffff', '8512cb8ffffffff']","['8512cb8bfffffff', '8512cbc7fffffff', '8512cb1bfffffff', '8512cb03fffffff', '8512cb17fffffff', '8512cb8ffffffff']"
61,61,8512cb17fffffff,48.600453,-113.143582,48.548364,-113.164515,5993,8512cb17fffffff,True,"['8512cb8ffffffff', '8512cb13fffffff', '8512cb03fffffff', '8512cb07fffffff', '8512cbabfffffff', '8512cbbbfffffff']","['8512cb8ffffffff', '8512cb13fffffff', '8512cb03fffffff', '8512cb07fffffff', '8512cbabfffffff', '8512cbbbfffffff']"
62,62,8512cb1bfffffff,48.592364,-113.528285,48.679686,-113.577523,10362,8512cbc7fffffff,False,"['8512cbc7fffffff', '8512cbcffffffff', '8512cb57fffffff', '8512cb0bfffffff', '8512cb03fffffff', '8512cb13fffffff']","['8512cbc7fffffff', '8512cbcffffffff', '8512cb57fffffff', '8512cb0bfffffff', '8512cb03fffffff', '8512cb13fffffff']"
63,63,8512cb23fffffff,48.232547,-112.888357,48.434267,-112.705483,26189,8512cbaffffffff,False,"['8512cb33fffffff', '8512cb3bfffffff', '8512cb2bfffffff', '8512cb2ffffffff', '8512cb27fffffff', '8512cb37fffffff']","['8512cb33fffffff', '8512cb3bfffffff', '8512cb2bfffffff', '8512cb2ffffffff', '8512cb27fffffff', '8512cb37fffffff']"
64,64,8512cb27fffffff,48.161209,-112.684919,48.20014,-112.50723,13867,852796cbfffffff,False,"['8512cb37fffffff', '8512cb23fffffff', '8512cb2ffffffff', '8527965bfffffff', '85279653fffffff', '852796cbfffffff']","['8512cb37fffffff', '8512cb23fffffff', '8512cb2ffffffff', '8527965bfffffff', '85279653fffffff', '852796cbfffffff']"
65,65,8512cb2bfffffff,48.155284,-113.066803,48.303148,-113.364558,27510,8512cb73fffffff,False,"['8512cb3bfffffff', '8512cb77fffffff', '8512cb67fffffff', '85289a6ffffffff', '8512cb2ffffffff', '8512cb23fffffff']","['8512cb3bfffffff', '8512cb77fffffff', '8512cb67fffffff', '85289a6ffffffff', '8512cb2ffffffff', '8512cb23fffffff']"
66,66,8512cb2ffffffff,48.084309,-112.863705,48.18889,-112.500112,29380,852796cbfffffff,False,"['8512cb23fffffff', '8512cb2bfffffff', '85289a6ffffffff', '85289a6bfffffff', '8527965bfffffff', '8512cb27fffffff']","['8512cb23fffffff', '8512cb2bfffffff', '85289a6ffffffff', '85289a6bfffffff', '8527965bfffffff', '8512cb27fffffff']"
67,67,8512cb33fffffff,48.380987,-112.913186,48.487635,-112.853587,12648,8512cbabfffffff,False,"['8512cbabfffffff', '8512cb07fffffff', '8512cb3bfffffff', '8512cb23fffffff', '8512cb37fffffff', '8512cbaffffffff']","['8512cbabfffffff', '8512cb07fffffff', '8512cb3bfffffff', '8512cb23fffffff', '8512cb37fffffff', '8512cbaffffffff']"
68,68,8512cb37fffffff,48.309696,-112.708989,48.394574,-112.617034,11630,852796dbfffffff,False,"['8512cbaffffffff', '8512cb33fffffff', '8512cb23fffffff', '8512cb27fffffff', '852796cbfffffff', '852796dbfffffff']","['8512cbaffffffff', '8512cb33fffffff', '8512cb23fffffff', '8512cb27fffffff', '852796cbfffffff', '852796dbfffffff']"
69,69,8512cb3bfffffff,48.303473,-113.092212,48.366422,-113.280674,15591,8512cb0ffffffff,False,"['8512cb07fffffff', '8512cb0ffffffff', '8512cb77fffffff', '8512cb2bfffffff', '8512cb23fffffff', '8512cb33fffffff']","['8512cb07fffffff', '8512cb0ffffffff', '8512cb77fffffff', '8512cb2bfffffff', '8512cb23fffffff', '8512cb33fffffff']"
70,70,8512cb43fffffff,48.435058,-113.883272,48.460105,-113.827314,4979,8512cb43fffffff,True,"['8512cb53fffffff', '8512cb5bfffffff', '8512cb4bfffffff', '8512cb4ffffffff', '8512cb47fffffff', '8512cb57fffffff']","['8512cb53fffffff', '8512cb5bfffffff', '8512cb4bfffffff', '8512cb4ffffffff', '8512cb47fffffff', '8512cb57fffffff']"
71,71,8512cb47fffffff,48.365737,-113.678551,48.368298,-113.677236,301,8512cb47fffffff,True,"['8512cb57fffffff', '8512cb43fffffff', '8512cb4ffffffff', '8512cb7bfffffff', '8512cb73fffffff', '8512cb0bfffffff']","['8512cb57fffffff', '8512cb43fffffff', '8512cb4ffffffff', '8512cb7bfffffff', '8512cb73fffffff', '8512cb0bfffffff']"
72,72,8512cb4bfffffff,48.356254,-114.059369,48.359363,-114.035971,1763,8512cb4bfffffff,True,"['8512cb5bfffffff', '85289b6bfffffff', '85289b7bfffffff', '85289b4ffffffff', '8512cb4ffffffff', '8512cb43fffffff']","['8512cb5bfffffff', '85289b6bfffffff', '85289b7bfffffff', '85289b4ffffffff', '8512cb4ffffffff', '8512cb43fffffff']"
73,73,8512cb4ffffffff,48.28729,-113.855015,48.338157,-114.014635,13089,8512cb4bfffffff,False,"['8512cb43fffffff', '8512cb4bfffffff', '85289b4ffffffff', '85289b4bfffffff', '8512cb7bfffffff', '8512cb47fffffff']","['8512cb43fffffff', '8512cb4bfffffff', '85289b4ffffffff', '85289b4bfffffff', '8512cb7bfffffff', '8512cb47fffffff']"
74,74,8512cb53fffffff,48.583023,-113.911733,48.579504,-113.904013,690,8512cb53fffffff,True,"['8512cbcbfffffff', '8512ca27fffffff', '8512cb5bfffffff', '8512cb43fffffff', '8512cb57fffffff', '8512cbcffffffff']","['8512cbcbfffffff', '8512ca27fffffff', '8512cb5bfffffff', '8512cb43fffffff', '8512cb57fffffff', '8512cbcffffffff']"
75,75,8512cb57fffffff,48.513763,-113.706245,48.419067,-113.731549,10694,8512cb47fffffff,False,"['8512cbcffffffff', '8512cb53fffffff', '8512cb43fffffff', '8512cb47fffffff', '8512cb0bfffffff', '8512cb1bfffffff']","['8512cbcffffffff', '8512cb53fffffff', '8512cb43fffffff', '8512cb47fffffff', '8512cb0bfffffff', '8512cb1bfffffff']"
